代码,日期,年份,昨日涨跌,开盘涨幅,当日毛收益,当日净收益,开盘价,收盘价,高开低走
000063,2024-02-07,2024,5.58,-0.04,0.35,0.25,23.07,23.15,False
000063,2024-03-11,2024,5.38,-2.19,1.63,1.53,29.52,30.0,False
000063,2024-04-18,2024,5.07,-0.97,-0.17,-0.27,28.71,28.66,False
000063,2024-07-10,2024,6.14,-0.24,0.17,0.07,28.8,28.85,False
000063,2024-12-18,2024,5.77,-2.02,6.37,6.27,32.49,34.56,False
000063,2025-01-15,2025,6.41,-1.2,-0.2,-0.3,41.0,40.92,False
000063,2025-01-22,2025,5.9,-1.31,1.72,1.62,42.32,43.05,False
000063,2025-02-06,2025,6.45,-0.73,2.72,2.62,42.25,43.4,False
000063,2025-08-21,2025,5.66,8.99,-2.23,-2.33,43.53,42.56,True
000063,2025-08-22,2025,6.56,2.21,7.01,6.91,43.5,46.55,False
000063,2025-09-02,2025,5.63,-0.71,-5.94,-6.04,47.66,44.83,False
000063,2025-09-12,2025,6.45,-1.62,2.44,2.34,43.03,44.08,False
000063,2025-10-22,2025,5.43,-2.05,-0.5,-0.6,50.19,49.94,False
000063,2026-01-13,2026,5.49,0.0,-5.09,-5.19,42.44,40.28,False
000063,2026-04-09,2026,5.26,-1.0,5.52,5.42,33.7,35.56,False
000063,2026-04-23,2026,6.08,-0.37,-0.94,-1.04,37.2,36.85,False
002049,2024-03-04,2024,6.54,-1.67,-0.71,-0.81,75.0,74.47,False
002049,2024-03-29,2024,6.9,-0.38,-0.63,-0.73,65.31,64.9,False
002049,2024-04-18,2024,6.13,-0.88,-1.68,-1.78,61.8,60.76,False
002049,2024-05-10,2024,6.3,-0.41,-0.97,-1.07,60.0,59.42,False
002049,2024-06-12,2024,5.81,-0.95,-0.14,-0.24,58.45,58.37,False
002049,2024-09-30,2024,6.2,5.82,3.95,3.85,60.0,62.37,False
002049,2025-07-30,2025,6.89,-0.26,-1.96,-2.06,73.01,71.58,False
002049,2025-08-18,2025,5.23,0.75,3.64,3.54,78.0,80.84,False
002049,2025-09-29,2025,5.95,-1.66,-0.14,-0.24,87.52,87.4,False
002049,2026-01-22,2026,5.25,1.44,-2.95,-3.05,87.6,85.02,True
002049,2026-04-09,2026,5.23,-1.04,0.28,0.18,68.29,68.48,False
002049,2026-05-12,2026,5.92,-0.99,-1.9,-2.0,81.13,79.59,False
002049,2026-05-26,2026,6.63,-0.66,-1.79,-1.89,84.46,82.95,False
002138,2024-01-26,2024,5.72,0.0,-2.62,-2.72,24.78,24.13,False
002138,2024-02-06,2024,6.41,-1.42,9.64,9.54,22.92,25.13,False
002138,2024-02-08,2024,5.97,0.04,-2.25,-2.35,26.64,26.04,True
002138,2024-07-17,2024,6.17,1.46,0.88,0.78,28.44,28.69,False
002138,2024-10-09,2024,5.28,-2.36,-3.34,-3.44,29.0,28.03,False
002138,2024-10-15,2024,5.25,0.18,-2.53,-2.63,28.5,27.78,True
002138,2024-11-06,2024,6.12,-0.66,0.41,0.31,31.53,31.66,False
002138,2025-01-27,2025,5.98,0.06,-2.85,-2.95,31.58,30.68,True
002138,2025-10-16,2025,6.66,1.56,-2.34,-2.44,37.22,36.35,True
002138,2025-10-21,2025,5.2,-0.03,2.62,2.52,35.18,36.1,False
002138,2025-10-27,2025,6.49,4.99,0.77,0.67,41.68,42.0,False
002138,2025-10-28,2025,5.79,-0.43,-0.88,-0.98,41.82,41.45,False
002138,2025-12-25,2025,5.54,0.33,-0.33,-0.43,36.9,36.78,True
002138,2026-02-25,2026,5.56,1.65,-0.59,-0.69,42.46,42.21,True
002138,2026-05-08,2026,5.87,-0.79,2.04,1.94,36.35,37.09,False
002138,2026-05-26,2026,6.54,-1.76,-0.38,-0.48,45.32,45.15,False
002138,2026-06-03,2026,5.05,-0.41,-1.75,-1.85,48.65,47.8,False
002371,2024-01-17,2024,5.18,-0.1,-0.6,-0.7,243.76,242.3,False
002371,2024-01-19,2024,5.56,-0.65,-1.34,-1.44,254.1,250.7,False
002371,2024-05-28,2024,5.92,0.92,-0.59,-0.69,306.8,304.98,True
002371,2024-06-04,2024,5.29,0.0,1.37,1.27,308.88,313.11,False
002371,2024-11-08,2024,5.21,3.05,2.0,1.9,438.99,447.75,False
002371,2024-11-11,2024,5.11,2.29,6.26,6.16,458.0,486.69,False
002371,2025-02-20,2025,5.79,-0.44,0.22,0.12,455.0,456.0,False
002371,2025-03-07,2025,6.94,-1.2,1.78,1.68,456.85,465.0,False
002371,2025-04-10,2025,6.73,0.0,-1.85,-1.95,460.0,451.51,False
002371,2025-08-25,2025,6.21,2.84,-3.6,-3.7,394.28,380.08,True
002371,2025-08-29,2025,6.27,-4.27,-1.97,-2.07,380.0,372.5,False
002371,2025-11-19,2025,5.67,-0.33,-0.64,-0.74,422.0,419.29,False
002371,2026-01-08,2026,6.06,0.0,-1.7,-1.8,515.42,506.67,False
002371,2026-04-23,2026,6.13,0.01,-0.63,-0.73,478.0,475.0,True
002371,2026-05-06,2026,5.15,3.35,-1.74,-1.84,555.0,545.35,True
002371,2026-05-12,2026,5.99,0.0,1.44,1.34,573.19,581.45,False
002371,2026-05-21,2026,5.86,0.12,0.94,0.84,656.8,662.99,False
002384,2024-02-28,2024,5.66,-0.26,-4.77,-4.87,15.08,14.36,False
002384,2024-09-25,2024,6.94,0.87,-2.77,-2.87,20.97,20.39,True
002384,2024-09-30,2024,6.19,2.61,7.0,6.9,22.0,23.54,False
002384,2024-12-11,2024,5.54,-0.88,3.16,3.06,28.15,29.04,False
002384,2024-12-20,2024,6.75,-0.65,1.78,1.68,29.23,29.75,False
002384,2024-12-25,2024,5.15,0.13,-0.46,-0.56,30.45,30.31,True
002384,2025-01-15,2025,5.06,-0.87,-2.09,-2.19,30.66,30.02,False
002384,2025-01-23,2025,6.08,1.74,-2.66,-2.76,34.59,33.67,True
002384,2025-02-07,2025,6.56,0.43,-1.57,-1.67,32.48,31.97,True
002384,2025-03-12,2025,5.61,-0.13,0.25,0.15,31.95,32.03,False
002384,2025-03-17,2025,5.05,1.28,1.59,1.49,33.94,34.48,False
002384,2025-04-14,2025,5.57,3.96,-4.31,-4.41,25.99,24.87,True
002384,2025-04-24,2025,5.41,0.08,-0.61,-0.71,24.58,24.43,True
002384,2025-05-07,2025,5.49,1.87,-3.96,-4.06,27.81,26.71,True
002384,2025-05-13,2025,6.06,2.4,-3.1,-3.2,29.4,28.49,True
002384,2025-06-05,2025,5.1,1.27,2.71,2.61,30.28,31.1,False
002384,2025-06-19,2025,5.14,2.02,-0.72,-0.82,37.36,37.09,True
002384,2025-07-10,2025,6.84,1.98,-1.77,-1.87,47.34,46.5,True
002384,2025-07-15,2025,6.26,1.48,8.1,8.0,47.9,51.78,False
002384,2025-07-30,2025,5.42,1.13,-2.27,-2.37,58.03,56.71,True
002384,2025-08-12,2025,6.39,0.5,1.27,1.17,55.92,56.63,False
002384,2025-08-14,2025,5.07,-1.68,-6.15,-6.25,58.5,54.9,False
002384,2025-10-21,2025,6.16,0.95,7.1,7.0,63.8,68.33,False
002384,2025-10-27,2025,5.17,5.28,2.29,2.19,72.8,74.47,False
002384,2025-11-27,2025,6.8,0.99,-1.54,-1.64,74.73,73.58,True
002384,2026-02-13,2026,6.98,-1.68,2.5,2.4,76.08,77.98,False
002384,2026-03-03,2026,6.41,4.99,-0.72,-0.82,95.57,94.88,True
002384,2026-04-02,2026,5.52,-1.79,-0.75,-0.85,107.05,106.25,False
002384,2026-05-20,2026,5.13,-0.89,1.32,1.22,220.1,223.0,False
002384,2026-05-25,2026,6.56,1.07,1.49,1.39,222.91,226.24,False
002396,2024-02-08,2024,5.93,0.42,4.74,4.64,14.36,15.04,False
002396,2024-02-19,2024,5.17,1.46,0.66,0.56,15.26,15.36,False
002396,2024-02-28,2024,5.36,-0.06,-6.55,-6.65,17.09,15.97,False
002396,2024-08-01,2024,5.06,0.0,0.0,-0.1,13.28,13.28,False
002396,2025-06-25,2025,5.58,2.39,3.06,2.96,21.89,22.56,False
002396,2025-06-26,2025,5.52,-0.66,1.34,1.24,22.41,22.71,False
002396,2025-07-14,2025,5.62,3.12,-1.17,-1.27,24.81,24.52,True
002396,2025-08-13,2025,6.74,-0.56,0.2,0.1,30.24,30.3,False
002396,2025-09-12,2025,6.83,-0.42,2.07,1.97,30.86,31.5,False
002396,2025-11-26,2025,6.0,-0.83,0.72,0.62,26.28,26.47,False
002396,2025-12-09,2025,5.71,3.23,1.23,1.13,30.0,30.37,False
002396,2026-02-27,2026,5.5,-1.65,2.47,2.37,30.35,31.1,False
002396,2026-03-11,2026,5.31,0.65,3.72,3.62,30.92,32.07,False
002396,2026-03-19,2026,5.27,-1.84,-0.94,-1.04,28.8,28.53,False
002396,2026-04-09,2026,5.1,-1.52,2.8,2.7,27.18,27.94,False
002396,2026-05-11,2026,5.86,3.01,6.78,6.68,29.79,31.81,False
002415,2024-09-30,2024,5.21,4.48,4.09,3.99,31.02,32.29,False
002415,2024-10-22,2024,6.44,-0.1,0.46,0.36,30.7,30.84,False
002475,2024-02-06,2024,5.27,-1.63,6.33,6.23,26.54,28.22,False
002475,2024-03-20,2024,5.06,0.27,0.37,0.27,29.54,29.65,False
002475,2024-05-07,2024,6.13,-0.97,0.55,0.45,30.69,30.86,False
002475,2024-06-13,2024,5.16,1.59,-2.12,-2.22,33.95,33.23,True
002475,2024-07-10,2024,5.13,0.0,-0.75,-0.85,41.39,41.08,False
002475,2024-07-17,2024,5.32,-0.39,-2.21,-2.31,43.0,42.05,False
002475,2024-09-02,2024,5.88,-0.51,-1.71,-1.81,39.22,38.55,False
002475,2024-09-25,2024,6.28,1.44,-2.21,-2.31,39.33,38.46,True
002475,2024-09-30,2024,5.36,3.75,3.48,3.38,42.0,43.46,False
002475,2024-10-09,2024,6.6,-2.87,-6.49,-6.59,45.0,42.08,False
002475,2024-10-21,2024,5.93,0.94,1.23,1.13,44.87,45.42,False
002475,2024-11-28,2024,5.3,-0.69,-1.7,-1.8,38.86,38.2,False
002475,2025-02-13,2025,5.02,0.02,-2.14,-2.24,44.36,43.41,True
002475,2025-05-13,2025,6.36,4.02,-4.76,-4.86,35.49,33.8,True
002475,2025-07-04,2025,5.45,-0.42,-0.93,-1.03,35.62,35.29,False
002475,2025-07-18,2025,6.34,-0.13,-1.58,-1.68,39.35,38.73,False
002475,2025-08-22,2025,5.34,-1.73,2.99,2.89,41.46,42.7,False
002475,2025-08-27,2025,6.17,-1.27,-0.09,-0.19,45.02,44.98,False
002475,2025-09-08,2025,6.33,4.0,1.34,1.24,49.09,49.75,False
002475,2025-09-09,2025,5.4,0.06,-4.16,-4.26,49.78,47.71,True
002475,2025-09-25,2025,6.85,-0.57,-1.52,-1.62,69.8,68.74,False
002475,2025-10-16,2025,5.8,-0.27,2.0,1.9,58.04,59.2,False
002475,2025-10-22,2025,7.0,-1.72,0.02,-0.08,60.1,60.11,False
002475,2025-10-27,2025,6.27,3.08,-0.73,-0.83,65.88,65.4,True
002475,2026-03-11,2026,6.22,0.12,1.46,1.36,49.45,50.17,False
002475,2026-04-10,2026,5.4,0.6,4.98,4.88,55.42,58.18,False
002475,2026-04-13,2026,5.61,-0.69,1.42,1.32,57.78,58.6,False
002475,2026-05-12,2026,6.69,1.75,-0.26,-0.36,77.39,77.19,True
002475,2026-05-25,2026,6.67,1.24,1.91,1.81,73.3,74.7,False
002484,2024-01-11,2024,5.53,-0.6,2.6,2.5,14.99,15.38,False
002484,2024-03-01,2024,6.06,0.42,2.75,2.65,16.7,17.16,False
002484,2024-09-25,2024,6.31,1.22,-0.75,-0.85,13.3,13.2,True
002484,2024-12-27,2024,6.69,0.37,-2.06,-2.16,18.9,18.51,True
002484,2025-01-21,2025,6.5,1.87,-0.51,-0.61,25.54,25.41,True
002484,2025-01-23,2025,5.35,1.98,-2.89,-2.99,27.3,26.51,True
002484,2025-02-24,2025,5.43,-1.07,-5.81,-5.91,24.97,23.52,False
002484,2025-08-19,2025,6.04,-1.02,-1.06,-1.16,30.23,29.91,False
002484,2025-10-10,2025,5.1,0.03,-2.93,-3.03,31.77,30.84,True
002484,2025-10-16,2025,6.84,0.78,-0.13,-0.23,31.01,30.97,True
002484,2025-12-18,2025,5.66,-1.44,-3.57,-3.67,27.42,26.44,False
002484,2025-12-25,2025,6.7,-1.28,-1.27,-1.37,30.81,30.42,False
002484,2026-01-13,2026,5.89,0.06,-6.25,-6.35,31.83,29.84,True
002484,2026-01-29,2026,5.33,-0.09,-4.09,-4.19,32.0,30.69,False
002484,2026-03-31,2026,6.93,-0.37,-2.46,-2.56,29.65,28.92,False
002484,2026-04-21,2026,5.24,-0.72,3.39,3.29,34.51,35.68,False
002484,2026-05-07,2026,5.42,0.67,8.11,8.01,40.7,44.0,False
002484,2026-05-12,2026,6.93,0.89,-4.71,-4.81,46.54,44.35,True
002484,2026-05-14,2026,6.63,1.71,-4.57,-4.67,48.1,45.9,True
002484,2026-05-18,2026,6.01,5.45,3.98,3.88,51.31,53.35,False
002484,2026-06-01,2026,5.1,0.0,1.67,1.57,77.85,79.15,False
002484,2026-06-03,2026,5.45,1.15,3.76,3.66,84.42,87.59,False
002916,2024-02-07,2024,5.95,0.02,3.12,3.02,52.21,53.84,False
002916,2024-03-01,2024,6.36,-0.84,5.9,5.8,69.61,73.72,False
002916,2024-03-04,2024,5.01,-0.6,0.87,0.77,73.28,73.92,False
002916,2024-03-07,2024,6.29,0.15,2.78,2.68,79.0,81.2,False
002916,2024-03-18,2024,6.39,-2.14,5.44,5.34,87.02,91.75,False
002916,2024-04-25,2024,5.02,-0.44,0.38,0.28,86.8,87.13,False
002916,2024-04-29,2024,5.7,0.18,1.43,1.33,92.27,93.59,False
002916,2024-06-14,2024,6.39,0.12,4.08,3.98,103.0,107.2,False
002916,2024-07-12,2024,5.19,-3.14,2.55,2.45,123.0,126.14,False
002916,2024-08-02,2024,5.68,-5.09,-0.01,-0.11,111.01,111.0,False
002916,2024-11-06,2024,5.4,0.3,-2.34,-2.44,107.66,105.14,True
002916,2024-11-12,2024,6.94,-0.96,-1.09,-1.19,114.2,112.95,False
002916,2024-12-27,2024,5.72,-0.02,-0.66,-0.76,128.53,127.68,False
002916,2025-01-08,2025,6.45,-1.0,2.87,2.77,124.02,127.58,False
002916,2025-02-11,2025,5.19,-0.02,5.14,5.04,129.18,135.82,False
002916,2025-02-12,2025,5.12,0.13,5.14,5.04,136.0,142.99,False
002916,2025-02-13,2025,5.28,0.0,-4.26,-4.36,142.99,136.9,False
002916,2025-03-07,2025,5.79,-1.14,0.15,0.05,131.0,131.19,False
002916,2025-05-07,2025,6.08,2.26,-2.09,-2.19,118.26,115.79,True
002916,2025-07-15,2025,5.52,0.26,6.16,6.06,124.3,131.96,False
002916,2025-07-16,2025,6.44,-0.73,-5.7,-5.8,131.0,123.53,False
002916,2025-07-18,2025,5.97,1.83,-1.27,-1.37,133.29,131.6,True
002916,2025-08-25,2025,5.89,0.79,6.62,6.52,151.1,161.1,False
002916,2025-09-01,2025,6.19,0.0,0.95,0.85,198.0,199.88,False
002916,2025-09-11,2025,5.38,0.93,8.99,8.89,185.01,201.64,False
002916,2025-09-19,2025,5.07,1.28,-2.22,-2.32,200.0,195.57,True
002916,2025-12-23,2025,6.23,0.01,-0.63,-0.73,226.02,224.59,True
002916,2025-12-30,2025,5.92,0.55,-0.4,-0.5,234.7,233.75,True
002916,2026-01-28,2026,5.15,0.0,-2.73,-2.83,253.94,247.0,False
002916,2026-04-02,2026,5.23,-1.15,-4.09,-4.19,228.34,219.0,False
002916,2026-04-15,2026,6.36,-0.28,-4.93,-5.03,284.98,270.93,False
002916,2026-04-28,2026,6.78,-0.15,-1.99,-2.09,321.32,314.93,False
002916,2026-05-14,2026,5.67,0.17,-5.08,-5.18,349.09,331.36,True
002916,2026-05-26,2026,5.74,1.5,3.33,3.23,406.0,419.5,False
300014,2024-01-12,2024,5.35,-0.6,-0.78,-0.88,41.08,40.76,False
300014,2024-02-07,2024,6.81,-0.06,-0.06,-0.16,34.19,34.17,False
300014,2024-03-01,2024,6.48,0.05,2.79,2.69,38.33,39.4,False
300014,2024-05-10,2024,5.56,0.73,-2.6,-2.7,39.99,38.95,True
300014,2024-05-23,2024,5.04,-0.74,-1.58,-1.68,38.67,38.06,False
300014,2024-06-18,2024,6.12,-0.84,0.52,0.42,42.62,42.84,False
300014,2024-07-12,2024,5.93,-0.16,1.88,1.78,37.27,37.97,False
300014,2024-11-12,2024,6.74,1.29,-3.5,-3.6,55.65,53.7,True
300014,2024-11-20,2024,6.27,-0.49,-1.26,-1.36,50.74,50.1,False
300014,2025-08-12,2025,6.18,-0.54,-0.88,-0.98,46.34,45.93,False
300014,2025-08-28,2025,5.76,-0.47,1.0,0.9,53.0,53.53,False
300014,2025-09-01,2025,6.84,0.45,-2.75,-2.85,57.45,55.87,True
300014,2025-09-26,2025,6.47,-1.83,-3.16,-3.26,79.79,77.27,False
300014,2026-02-02,2026,5.07,2.38,-3.64,-3.74,65.31,62.93,True
300014,2026-03-23,2026,5.58,-1.13,1.61,1.51,70.0,71.13,False
300014,2026-04-09,2026,5.88,2.69,-1.32,-1.42,65.98,65.11,True
300014,2026-04-13,2026,6.1,-0.29,1.66,1.56,68.88,70.02,False
300014,2026-04-30,2026,5.21,-0.81,-1.24,-1.34,73.5,72.59,False
300045,2024-01-25,2024,6.84,-1.63,2.27,2.17,19.36,19.8,False
300045,2024-02-07,2024,6.25,0.2,1.42,1.32,14.82,15.03,False
300045,2024-09-30,2024,6.71,5.25,12.21,12.11,19.24,21.59,False
300045,2024-11-11,2024,5.79,4.47,-2.42,-2.52,30.15,29.42,True
300045,2025-01-15,2025,5.99,0.1,-1.2,-1.3,20.0,19.76,True
300045,2025-03-12,2025,6.45,1.01,-2.91,-3.01,22.99,22.32,True
300045,2025-08-05,2025,5.19,-0.23,2.52,2.42,21.43,21.97,False
300045,2025-12-08,2025,5.24,0.71,0.33,0.23,24.08,24.16,False
300045,2026-01-12,2026,6.93,5.81,13.43,13.33,32.99,37.42,False
300045,2026-01-26,2026,6.38,0.52,-7.32,-7.42,31.01,28.74,True
300045,2026-03-03,2026,5.98,-0.7,-8.13,-8.23,28.53,26.21,False
300045,2026-04-09,2026,6.13,-1.22,-0.96,-1.06,21.9,21.69,False
300054,2024-02-08,2024,6.7,0.82,3.44,3.34,19.74,20.42,False
300054,2024-03-01,2024,6.6,-0.24,-0.52,-0.62,21.1,20.99,False
300054,2024-04-29,2024,5.34,0.22,3.9,3.8,22.33,23.2,False
300054,2024-09-25,2024,5.11,0.52,-0.88,-0.98,19.42,19.25,True
300054,2024-11-12,2024,5.69,-0.16,-0.95,-1.05,30.6,30.31,False
300054,2025-02-20,2025,5.56,5.41,1.27,1.17,30.0,30.38,False
300054,2025-02-21,2025,6.75,0.59,3.24,3.14,30.56,31.55,False
300054,2025-09-23,2025,5.69,1.11,-2.37,-2.47,35.49,34.65,True
300054,2025-09-25,2025,6.78,-1.14,0.66,0.56,36.58,36.82,False
300054,2025-10-14,2025,5.53,-0.7,-9.07,-9.17,38.27,34.8,False
300054,2025-12-23,2025,6.04,-0.08,1.55,1.45,38.6,39.2,False
300054,2026-01-16,2026,6.33,-0.43,3.57,3.47,46.48,48.14,False
300054,2026-03-11,2026,5.94,0.09,0.59,0.49,44.11,44.37,False
300054,2026-04-29,2026,5.13,-1.22,0.84,0.74,58.48,58.97,False
300054,2026-05-06,2026,5.75,2.63,1.06,0.96,64.0,64.68,False
300054,2026-05-08,2026,6.37,-4.07,-2.74,-2.84,66.0,64.19,False
300054,2026-05-12,2026,5.89,-1.43,-3.15,-3.25,67.0,64.89,False
300054,2026-05-20,2026,6.0,-0.51,0.29,0.19,76.62,76.84,False
300054,2026-05-26,2026,5.48,5.19,-1.79,-1.89,81.0,79.55,True
300136,2024-02-28,2024,5.79,0.44,-7.02,-7.12,20.38,18.95,True
300136,2024-03-01,2024,6.02,-0.55,2.3,2.2,19.98,20.44,False
300136,2024-04-01,2024,6.39,0.6,-0.69,-0.79,20.28,20.14,True
300136,2024-04-25,2024,5.65,-0.22,0.17,0.07,18.1,18.13,False
300136,2024-09-30,2024,6.3,4.17,11.81,11.71,20.75,23.2,False
300136,2024-10-15,2024,5.43,0.9,-0.26,-0.36,23.51,23.45,True
300136,2024-11-05,2024,5.33,0.04,5.18,5.08,24.12,25.37,False
300136,2024-11-06,2024,5.23,-0.67,-1.23,-1.33,25.2,24.89,False
300136,2024-11-11,2024,6.68,1.51,-2.19,-2.29,29.67,29.02,True
300136,2025-01-15,2025,5.75,-0.88,-0.17,-0.27,23.7,23.66,False
300136,2025-03-19,2025,5.58,-0.95,1.48,1.38,27.0,27.4,False
300136,2025-04-21,2025,6.73,-0.34,-0.73,-0.83,20.56,20.41,False
300136,2025-09-12,2025,6.35,-0.23,-2.61,-2.71,26.41,25.72,False
300136,2025-10-27,2025,5.62,1.9,4.49,4.39,30.08,31.43,False
300136,2025-10-28,2025,6.47,-1.37,2.68,2.58,31.0,31.83,False
300136,2025-11-27,2025,5.74,-0.48,-1.33,-1.43,30.81,30.4,False
300136,2025-12-16,2025,5.56,-0.13,-4.2,-4.3,37.9,36.31,False
300136,2026-01-06,2026,5.82,-3.22,0.98,0.88,63.5,64.12,False
300136,2026-03-19,2026,5.76,-2.75,-0.12,-0.22,64.41,64.33,False
300136,2026-05-06,2026,6.77,0.77,5.68,5.58,92.0,97.23,False
300136,2026-05-07,2026,6.5,-0.24,4.79,4.69,97.0,101.65,False
300236,2024-01-26,2024,5.82,-2.91,6.5,6.4,30.0,31.95,False
300236,2024-04-18,2024,6.18,-0.4,0.0,-0.1,32.02,32.02,False
300236,2024-05-28,2024,6.09,0.32,0.79,0.69,31.8,32.05,False
300236,2024-07-10,2024,5.34,-0.81,0.47,0.37,31.67,31.82,False
300236,2025-04-09,2025,5.95,-1.56,7.82,7.72,32.08,34.59,False
300236,2025-04-10,2025,6.14,1.33,-1.28,-1.38,35.05,34.6,True
300236,2025-08-18,2025,6.38,2.02,1.86,1.76,49.99,50.92,False
300236,2025-10-22,2025,5.37,-0.02,-1.32,-1.42,59.0,58.22,False
300236,2025-12-01,2025,5.47,-0.16,3.25,3.15,56.95,58.8,False
300236,2026-04-30,2026,5.49,0.0,-1.18,-1.28,95.9,94.77,False
300285,2024-01-26,2024,6.15,-0.3,-0.82,-0.92,19.63,19.47,False
300285,2024-03-01,2024,5.11,0.0,-1.03,-1.13,20.37,20.16,False
300285,2024-04-10,2024,5.42,0.16,-3.57,-3.67,18.5,17.84,True
300285,2024-05-10,2024,5.74,-0.95,-0.14,-0.24,20.8,20.77,False
300285,2024-07-12,2024,6.28,-0.17,0.11,0.01,17.75,17.77,False
300285,2024-09-25,2024,6.54,1.11,-0.32,-0.42,15.49,15.44,True
300285,2024-09-27,2024,5.83,2.02,5.94,5.84,16.67,17.66,False
300285,2024-10-21,2024,5.38,0.05,0.42,0.32,19.0,19.08,False
300285,2024-11-08,2024,5.16,4.96,-3.72,-3.82,21.8,20.99,True
300285,2025-03-04,2025,5.1,-0.88,0.94,0.84,19.2,19.38,False
300285,2025-08-19,2025,5.53,-1.44,-0.89,-0.99,21.26,21.07,False
300285,2025-09-08,2025,5.37,0.62,5.99,5.89,22.69,24.05,False
300285,2025-09-09,2025,6.65,-1.87,1.4,1.3,23.6,23.93,False
300285,2025-11-10,2025,6.16,0.04,0.12,0.02,24.5,24.53,False
300285,2026-01-06,2026,5.8,0.0,1.28,1.18,29.0,29.37,False
300285,2026-01-26,2026,5.32,-1.14,-4.64,-4.74,33.83,32.26,False
300285,2026-04-29,2026,5.77,-0.84,0.65,0.55,36.74,36.98,False
300285,2026-05-13,2026,5.94,-0.22,4.11,4.01,40.92,42.6,False
300285,2026-05-26,2026,5.68,1.0,-3.89,-3.99,51.66,49.65,True
300346,2024-02-19,2024,5.34,1.99,-0.89,-0.99,23.52,23.31,True
300346,2024-03-29,2024,7.0,-0.99,1.35,1.25,25.13,25.47,False
300346,2024-04-18,2024,5.68,-0.55,-0.77,-0.87,23.49,23.31,False
300346,2024-04-29,2024,5.73,0.0,3.41,3.31,24.92,25.77,False
300346,2024-06-11,2024,6.08,3.06,9.1,9.0,29.67,32.37,False
300346,2024-06-20,2024,5.36,-1.97,-6.16,-6.26,31.8,29.84,False
300346,2024-07-10,2024,6.07,-1.01,-0.58,-0.68,29.41,29.24,False
300346,2024-07-19,2024,5.35,-1.31,0.32,0.22,30.88,30.98,False
300346,2024-09-02,2024,5.19,0.82,-2.48,-2.58,26.97,26.3,True
300346,2024-09-30,2024,5.94,4.72,11.34,11.24,31.75,35.35,False
300346,2024-10-15,2024,6.01,-0.57,0.05,-0.05,38.6,38.62,False
300346,2024-11-08,2024,5.49,2.69,-2.47,-2.57,46.21,45.07,True
300346,2025-08-14,2025,5.83,-0.29,-2.43,-2.53,34.59,33.75,False
300346,2025-10-28,2025,5.9,0.99,-1.69,-1.79,42.02,41.31,True
300346,2025-11-20,2025,5.85,2.81,-4.73,-4.83,40.55,38.63,True
300346,2025-11-25,2025,5.69,-1.55,0.64,0.54,40.76,41.02,False
300346,2025-12-23,2025,5.25,-1.31,1.73,1.63,45.1,45.88,False
300346,2026-04-09,2026,5.5,-1.43,0.44,0.34,47.49,47.7,False
300398,2024-04-30,2024,6.17,0.33,-1.32,-1.42,12.08,11.92,True
300398,2024-05-28,2024,6.59,0.0,2.88,2.78,11.8,12.14,False
300398,2024-06-20,2024,5.15,-2.76,-3.69,-3.79,14.1,13.58,False
300398,2024-07-10,2024,5.08,-0.82,-1.16,-1.26,12.1,11.96,False
300398,2024-07-19,2024,6.15,-1.19,2.41,2.31,12.45,12.75,False
300398,2024-11-05,2024,6.48,0.13,3.23,3.13,15.8,16.31,False
